"Path","Category","Size","SHA256","TrackedOrIgnored","Producer","Consumers","LastKnownStage","Reason","Evidence","ReplacementPath","RecoveryPath","RiskLevel","DeletionPermitted","ValidationRequired"
".venv/Lib/site-packages/sympy/physics/units/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","13693","1F39985546584D9383657BDCD3778284D23F419955D6CD8A889F48AB6EA7DEAD","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/tests/__pycache__/test_dyadic.cpython-312.pyc","QUARANTINE_CANDIDATE","11522","37BD401DA9A46965E834E70E3C037A62E220FD20A96999BC67429063CCF71904","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/tests/__pycache__/test_fieldfunctions.cpython-312.pyc","QUARANTINE_CANDIDATE","16507","0652B69A907B7E26E0755FA547577A7A3CCBA46C94133AD891609BF0AE2ED658","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/tests/__pycache__/test_frame.cpython-312.pyc","QUARANTINE_CANDIDATE","68043","BE7FA435A48630CAE5B11D2E8E85BA4BBDF1B6023D58400489BB076A261DF7EE","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/tests/__pycache__/test_functions.cpython-312.pyc","QUARANTINE_CANDIDATE","62800","6E7859CE6F4DDBA6CFFF2E1CC9F47AB4F3717A0309CCB5EA959FF6C92D63133C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/tests/__pycache__/test_output.cpython-312.pyc","QUARANTINE_CANDIDATE","8538","78657E1F63D88F89C8E82BB9208C9DACF965C1AEC8A59214E09E4F13CDACC53A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/tests/__pycache__/test_point.cpython-312.pyc","QUARANTINE_CANDIDATE","30232","ECFDB20E78F93BB0EF55917EA9151CB65D91AE86E1D330DD411E1D8DA9C47E53","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/tests/__pycache__/test_printing.cpython-312.pyc","QUARANTINE_CANDIDATE","17308","3A417ED34078236C593D66F81D7D0B3882C812FAC630D677664982C5BCD1C1F3","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/tests/__pycache__/test_vector.cpython-312.pyc","QUARANTINE_CANDIDATE","26633","E792C83E645D00464793604C6EF9A59D2F13B0676ED12325D4B6F665BABDE4FF","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","174","F097EA23BEE7C0B1F8A5620DBB42A1526B1F135662A3045071F8164126D65340","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/__pycache__/dyadic.cpython-312.pyc","QUARANTINE_CANDIDATE","22002","96EB5C120FAFF87428EE7A88114A8940E2C23D582F025350769028C5A114AE62","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/__pycache__/fieldfunctions.cpython-312.pyc","QUARANTINE_CANDIDATE","10109","34076B5B9543FF37FB31275CAFDDCE43A88CC0B1B07AE5F9E4DF6529CA063B33","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/__pycache__/frame.cpython-312.pyc","QUARANTINE_CANDIDATE","63367","DEDEB3B2B5690F953224239E23368AE211F51995AD0CC1E69729FE5FDF855263","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/__pycache__/functions.cpython-312.pyc","QUARANTINE_CANDIDATE","27635","C8EAEC4274A3BABD4F24AC3226275B9035DCB9F4B6C434439F001B29E6E65C73","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/__pycache__/point.cpython-312.pyc","QUARANTINE_CANDIDATE","23479","B2595C072893A40BDE805988AD19C85B210949E0A376651B9C438619AC6B6893","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/__pycache__/printing.cpython-312.pyc","QUARANTINE_CANDIDATE","14585","D1703688AD4750D204368F0547B53E5DDB764110A950B4D5BBB786D397C345CF","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/__pycache__/vector.cpython-312.pyc","QUARANTINE_CANDIDATE","32059","4AD6F0DA4F665ABEF4F29E71C37682B8C2DBED544345E8DEA1EAAFA2C57583FE","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/vector/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","1109","D19345F7C2800B4460433549B2B2472EA16E68EDD87EDA335D73ABCAD20E2E8B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/__pycache__/hydrogen.cpython-312.pyc","QUARANTINE_CANDIDATE","8568","75B2083D20823A923F9D881FE2ADD53753316B84544399A33FCDB794D6C9F87D","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/__pycache__/matrices.cpython-312.pyc","QUARANTINE_CANDIDATE","4278","5C2AD2D47077AB7DA2120A17AE4882E5A9C962B6EAD3D7743E5068D9E0E59C7F","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/__pycache__/paulialgebra.cpython-312.pyc","QUARANTINE_CANDIDATE","7848","DF92D09AA817D1D912A165B0063EA7493F6DA0E8FFDFA0D46D7FE86BA9807361","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/__pycache__/pring.cpython-312.pyc","QUARANTINE_CANDIDATE","2880","7F197A77F1EEF46435C1F44AABF969C479365E9AC7EC7A36D6F4720CE2E8AA14","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/__pycache__/qho_1d.cpython-312.pyc","QUARANTINE_CANDIDATE","2898","78526F7E45AB5B718CCFA2D738F2CB503A0CA4DEA4C54C6EE49D06C00325076C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/__pycache__/secondquant.cpython-312.pyc","QUARANTINE_CANDIDATE","112722","501593BDA8169ECEF39A5179C6910B8BF2272C3D2431C6D6A934EAA3F20D0D8A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/__pycache__/sho.cpython-312.pyc","QUARANTINE_CANDIDATE","3275","4ADE540EF34F26DBABE6963F72B1A5A8FF7876AD58BB9DED549ADEA5289ED49A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/__pycache__/wigner.cpython-312.pyc","QUARANTINE_CANDIDATE","48364","70569E251E6CB55114AE3885BFDF4535ACF285875C3311FBA48CD0A0A012C450","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/physics/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","419","FCD266F27C07EA732DE22C418ABF4FCE7CD4D38C0179508397283D74544BFA40","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/backends/matplotlibbackend/__pycache__/matplotlib.cpython-312.pyc","QUARANTINE_CANDIDATE","17300","603449C27BA12E6074856C527915B258D0F922F07EA134CCD3678624C93568EF","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/backends/matplotlibbackend/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","355","91A740809D5BFEC2B020818C51FADC4698A115320DBD798E72A3F731367832CA","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/backends/textbackend/__pycache__/text.cpython-312.pyc","QUARANTINE_CANDIDATE","1711","AABEBE73F2182ED78372CEA70900ECFE0200B7D43123123EDAFEE8D934413C7D","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/backends/textbackend/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","289","D43365FFCDAA29E39BAEAD3E9F8E65C66D2D5C2171BD68F8684E171C13399D46","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/backends/__pycache__/base_backend.cpython-312.pyc","QUARANTINE_CANDIDATE","18112","99908FAF5A1A5FF16E19B844C93F4902755F2B6F1B7D9A1CC9CF19BC58FF4496","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/backends/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","171","D5DD9847FD23A3C0135CD89C78C1269E0D9F4E1CBB7CB3ECB1F15E00F4005CAE","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/intervalmath/tests/__pycache__/test_intervalmath.cpython-312.pyc","QUARANTINE_CANDIDATE","14013","225C260EE56C2F033D74CD1332607964216CB3523F05DCB9EB3648B29316035E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/intervalmath/tests/__pycache__/test_interval_functions.cpython-312.pyc","QUARANTINE_CANDIDATE","23752","810949F369D22CFCD15ADD4208EE74E72575115B063B1C5D3853F5AAB7F85069","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/intervalmath/tests/__pycache__/test_interval_membership.cpython-312.pyc","QUARANTINE_CANDIDATE","6411","7A892893C222C462C26C4F91477C5413B05F38F014A1A54B4A5D80D41C3A91D3","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/intervalmath/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","181","C8718D94108FC879F34937DD1E605BE37FA16FC9B04DE6C988FA337691A31166","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/intervalmath/__pycache__/interval_arithmetic.cpython-312.pyc","QUARANTINE_CANDIDATE","19042","E9A37070AA10414BA11677ADC6B89EF19C060E630671584A50FB8550109E315F","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/intervalmath/__pycache__/interval_membership.cpython-312.pyc","QUARANTINE_CANDIDATE","3995","7EF25DA5B590BB9093E703042298E1E8C45FBAF8F8EAF21559D0D3AD1E61EB37","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/intervalmath/__pycache__/lib_interval.cpython-312.pyc","QUARANTINE_CANDIDATE","22704","9DAC3DCA9FCECD62BA4E738F7CDC8930E596B3AA1D26227E7660E5CDFBB667FE","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/intervalmath/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","783","76042EEBEA9861119B0685D4C3C8B9A15ED8F9736A30BF688704754E15170E65","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/tests/__pycache__/test_plotting.cpython-312.pyc","QUARANTINE_CANDIDATE","4462","95BFF1A6BF3CE231AB74216EFAB7A11E4CB8264EF6A6D3214D7A87AEDA6307C4","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","179","49B21BFD73C7F898FE6E043E99F7E4A3C752B1586563BC5F63A688F3A6CEC86B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/color_scheme.cpython-312.pyc","QUARANTINE_CANDIDATE","15847","F08F9F698F9DFCF86B550A6ADF728D3B1D8A40892B92C085B90CA36E0A084585","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/managed_window.cpython-312.pyc","QUARANTINE_CANDIDATE","4598","267E585155B86CD4B133BD61642ECC1A80154098EA228EF3F626232494CCBB60","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot.cpython-312.pyc","QUARANTINE_CANDIDATE","18533","88EEF5675094426A8C87426E06D06442C3894D269CECCC04F1206FE76E223921","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_axes.cpython-312.pyc","QUARANTINE_CANDIDATE","13268","CAA54A90177A5795DEBEE10D1F5056D11286D708CBDBFA3E55C67F2E27311FEA","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_camera.cpython-312.pyc","QUARANTINE_CANDIDATE","7328","7CF6A3123AE43473655B2339B5F15917630ACE4EBF5B7F337E37FE6B171A5DEC","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_controller.cpython-312.pyc","QUARANTINE_CANDIDATE","9843","F413027331629C9870BAA4979C483D5D5F59CCDCD9AABFD4BB185FC5E085AE15","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_curve.cpython-312.pyc","QUARANTINE_CANDIDATE","5004","1A24D2300CEFFB6BBA91395BA0A1256E3BC7E34AA60F734D7A3A43E7B072EAE4","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_interval.cpython-312.pyc","QUARANTINE_CANDIDATE","9126","A6C99087FD3B0247D457BFBD457394F1227E424CA074D2AE12E807BDB49021A9","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_mode.cpython-312.pyc","QUARANTINE_CANDIDATE","14623","B6626E872546991084287D2AEF3247E4AA0687A5A4B668CBD92C5401BDF6BA39","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_modes.cpython-312.pyc","QUARANTINE_CANDIDATE","12124","06C4C16FF9AECF7709E58BFD6636D1A1D7A36E8A255589A13AEE3F5B73AC5096","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_mode_base.cpython-312.pyc","QUARANTINE_CANDIDATE","16944","B7C43E9E8A103847DA1E45897AE677994C917560B4BBBD5C4C33016EF7D89DDC","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_object.cpython-312.pyc","QUARANTINE_CANDIDATE","864","24ECE5201E9DDB1496E291612B2E24C46E3B5F22C95493A9EB6923B0CE0EC85A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_rotation.cpython-312.pyc","QUARANTINE_CANDIDATE","3271","1C829B49AAECC003675B5C73F79F3CF0C9009556FC3C5AD1310A61DCF37D83B6","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_surface.cpython-312.pyc","QUARANTINE_CANDIDATE","6036","2EFCB7580391E3E2447E520658D82C5F7FEE867890FD4FA82D033BBEA9DF4868","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/plot_window.cpython-312.pyc","QUARANTINE_CANDIDATE","6970","36D9831281AF2476318BB1DFC579918FBBAAAD55EB823441DB68CA919455653B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/util.cpython-312.pyc","QUARANTINE_CANDIDATE","9699","A6A9D1E619C83B7DCF1E9654EA394FE26103A8197FEB8F6E1F5315236007618F","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/pygletplot/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","4033","BFE253F34CA84995E6C019B5B52A6AEB2549DD25CB6CA1E9659340D328573F49","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/tests/__pycache__/test_experimental_lambdify.cpython-312.pyc","QUARANTINE_CANDIDATE","4447","1C04F9D80D1F08E9CE0347AFCA4B7265D27261506126AC882E6A7BB280562F81","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/sympy/plotting/tests/__pycache__/test_plot.cpython-312.pyc","QUARANTINE_CANDIDATE","82659","D6476A13454F5B0A660B9EF93A0DE6C0629E64EA825203F4CEE81E4AC350D54B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
